Bremen2019,2019-04-26,2019-05-26,86,31,2.77,2,0,32,-29.681599890813,-0.95747096421978,-0.21714591433364,0.9636335107962,31.271592091571,5.5921008656471,32.313978494624,5.6845385472018
Europa2019,2019-04-26,2019-05-26,849,31,27.39,24,3,108,-124.03650027933,-4.0011774283654,-0.13799005544638,9.5994581345847,400.81789802289,20.020437008789,414.17849462366,20.351375742776
Hessen2019,2018-09-28,2018-10-28,146,31,4.71,4,1,25,-27.253300580021,-0.87913872838779,-0.27003716644118,2.8763251644373,19.56087408949,4.4227676956279,20.212903225806,4.4958762467184
Bayern2018,2018-09-14,2018-10-14,408,31,13.16,12,2,47,-85.617000095721,-2.7618387127652,-0.23031082108732,6.3604250979852,58.393340270552,7.6415535246801,60.339784946237,7.7678687518673
Niedersachsen2017,2017-09-15,2017-10-15,133,31,4.29,2,0,27,-17.551799842971,-0.56618709170875,-0.13695199028158,2.2900881766481,25.173777315297,5.0173476374771,26.012903225806,5.1002846220389
Deutschland2017,2017-08-24,2017-09-24,664,32,20.75,20,5,54,-106.16259967792,-3.317581239935,-0.14329242820729,8.4869423365417,72.6875,8.52569645249,75.032258064516,8.6621162578504
Europa2014,2014-04-25,2014-05-25,307,31,9.9,9,3,26,-65.725999730697,-2.1201935396999,-0.25653710041065,4.9984051853227,37.119667013528,6.0925911575887,38.356989247312,6.193301966424
Saarland2014,2017-02-26,2017-03-26,20,29,0.69,0,0,7,-4.0597999294987,-0.1399931010172,-0.040552790968125,0.49045921585916,2.2140309155767,1.4879620007166,2.2931034482759,1.5142996560377
Deutschland2013,2013-08-22,2013-09-22,288,32,9,8,3,23,-28.477699617622,-0.8899281130507,-0.10827335085483,4.9506830945756,15.0625,3.881043674065,15.548387096774,3.9431443159963
SchleswigHolstein2017,2017-04-07,2017-05-07,61,31,1.97,1,0,23,-4.7418998856447,-0.15296451244015,-0.051471583411328,0.77686212976707,17.19250780437,4.1463849078891,17.765591397849,4.2149248389324
NordrheinWestfalen2017,2017-04-14,2017-05-14,151,31,4.87,5,0,19,-22.166300202836,-0.71504194202698,-0.085078258247416,2.002689805657,13.789802289282,3.713462304815,14.249462365591,3.7748460055466
BadenWürttemberg2016,2016-02-13,2016-03-13,93,30,3.1,3,0,16,-16.952299888537,-0.56507666295123,-0.15536049514361,1.7762529718446,8.4233333333333,2.9022979401387,8.7137931034483,2.9519134647629
RheinlandPfalz2016,2016-02-13,2016-03-13,94,30,3.13,2,0,23,-13.881099747377,-0.46270332491258,-0.14160502626775,1.7073520990655,18.848888888889,4.341530708044,19.498850574713,4.4157502844605
SachsenAnhalt2016,2016-02-13,2016-03-13,58,30,1.93,1,0,18,-10.655700059142,-0.3551900019714,-0.11463911879453,0.97531343925915,12.662222222222,3.5584016386887,13.098850574713,3.6192334236289
MecklenburgVorpommern2016,2016-08-04,2016-09-04,74,32,2.31,1,0,33,-1.1634998638183,-0.036359370744321,0.02105949430629,1.0990770570795,33.21484375,5.7632320576218,34.286290322581,5.8554496259963
Berlin2016,2016-08-18,2016-09-18,216,32,6.75,5,0,33,-34.357899456634,-1.0736843580198,-0.24410375199149,3.5797753063108,53.3125,7.3015409332551,55.032258064516,7.4183730065639
Hamburg2015,2015-01-15,2015-02-15,14,32,0.44,0,0,4,-5.8005998153239,-0.18126874422887,-0.1008421847946,0.58016254497471,0.68359375,0.82679728470768,0.70564516129032,0.84002688129031
Bremen2015,2015-04-10,2015-05-10,2,26,0.06,0,0,1,-0.23660000413656,-0.0076322581979536,-0.0076322581979536,0.13338378582916,0.060353798126951,0.24567010018916,0.062365591397849,0.24973103811471
Sachsen2014,2014-07-31,2014-08-31,37,32,1.16,1,0,16,-2.752700092271,-0.086021877883468,-0.031211460542484,1.0399185886931,7.6943359375,2.7738666041286,7.9425403225806,2.8182512880474
Brandenburg2014,2014-08-14,2014-09-14,48,32,1.5,1,0,11,-3.9391000310425,-0.12309687597008,-0.077872767290418,1.4265806072033,6.25,2.5,6.4516129032258,2.5400025400038
Thüringen2014,2014-08-14,2014-09-14,50,32,1.56,1,0,12,-5.4504000586458,-0.17032500183268,-0.10780719020234,1.4952242412718,6.68359375,2.5852647349933,6.8991935483871,2.6266315973861
Niedersachsen2013,2012-12-20,2013-01-20,159,32,4.97,4,1,22,-47.494699857838,-1.4842093705574,-0.28502018217975,2.5956913754362,15.3427734375,3.9169852485681,15.837701612903,3.9796609922082
Hessen2013,2013-08-22,2013-09-22,47,32,1.47,1,0,11,-11.835699898889,-0.36986562184029,-0.20637928254589,0.8975441596569,3.9365234375,1.9840673974187,4.0635080645161,2.0158144915929
Bayern2013,2013-08-15,2013-09-15,148,32,4.63,3,0,22,-25.396600030537,-0.79364375095429,-0.18848205879184,2.5639460761562,18.546875,4.3066082942381,19.145161290323,4.3755184024665
Saarland2012,2012-02-25,2012-03-25,51,30,1.7,1,0,17,-4.5794000660535,-0.15264666886845,-0.057963202849146,0.88488882798087,10.41,3.2264531609803,10.768965517241,3.2816102019041
SchleswigHolstein2012,2012-04-06,2012-05-06,52,31,1.68,1,0,13,1.2135999742313,0.039148386265527,-0.0047221800315409,1.0450123624612,6.5411030176899,2.5575580184406,6.7591397849462,2.5998345687651
NordrheinWestfalen2012,2012-04-13,2012-05-13,70,31,2.26,2,0,12,-19.092600059346,-0.61589032449504,-0.22309219966941,1.0214871051704,7.4817898022893,2.735286054929,7.7311827956989,2.7805004577771
